text,label
专家，下一步是不是应该取消驾驶证了，好期待……,1
道德沦丧,1
尊重自己的妻子，给私生子应当的生活费，可是私生子，孩子有什么错呢？孩子也不能选择要不要出生，,1
不降低养育成本，一再降低道德底线，这是对婚姻最大的亵渎，道德沦丧，国之大辱！,1
定这个规定的，估计就是私生子,1
有人立马上升到道德，我想问结婚证真正的约束过道德吗？,1
私生子坚决不应该有继承权,1
么么，虽然小人没得错，但是大人生出来的私生子不是一样享受吗，那还不是苦了原配，活了小三，所以不同意，对原配女人太不公平了,1
私生子就是对婚姻的侮辱。,1
私生子和原配的孩子都得不到父母全部的爱 没有安全感的童年长大后性格心理都会容易扭曲 这是毁了孩子和父母 不建全的家庭变多是一种悲哀,1
"合法妻子有啥权利？是债务共担吗？是赡养老人吗？是财产共享吗？那丈夫给小三孩子的抚养费从哪儿来的？
 不是说婚内的钱都是共同财产吗？那就是丈夫拿了和妻子的共同财产养育自己和小三的孩子？原配们还要婚姻干嘛",1
这世界上处处都是不道德的人，却处处都用道德谴责别人，,1
这是道德沦丧，对结婚证的侮辱！真正解决人口问题的方法是，降低生活成本和育儿成本，而不是降低道德底线,1
谁说的这个事，去查查他有私生子吗，他出这个条例是为了方便他自己吧！！,1
太不尊重女性了。不尊重婚姻。应该解决根本问题，降低育儿成本，而不是降低道德底线，毁人三观。不同意，不支持！大华夏是文明礼仪之国，请尊重女性，尊重原配，尊重婚姻！有背伦理道德！,1
取消私生子继承权,1
只能避免私生子继承财产，但不能避免私生子,1
应该出台：私生子不能继承财产,1
真乱套这规定应该是私生子定的,1
说实话，我觉得私生子有点不道德，影响社会和谐,1
私生子有继承权是对婚姻最大的亵渎,1
静看道德底线如何反噬。,1
私生子和婚生子享有同等的继承权，那么为啥要结婚生子呢？,1
你说这些如果男人愿意。还会有私生子的出现？,1
取消结婚限制这个想法肯定是小三家庭想出来的,1
真是离谱，能不能有点道德底线,1
其实已经算是合法化了。变成原配和小三讨好男人，谁得男人欢心，谁就拿钱多，因为男人可以立遗嘱。除非男人意外死亡，又没有遗嘱，那结婚证才能保护原配的继承权，而小三没有继承权，只有私生子有。,1
还是个律师，根本没说到点上，私生子一直都有继承权，这次新政解绑了一部分想要孩子不想结婚的人，还律师，呵呵,1
所以，什么人才会有私生子呢？连养自己孩子都费劲的就不用担心私生子问题了吧。,1
没有道德底线了,1
写这些条件的是男人，肯定他有小三,1
私生子合法化了？那以后社会不就乱套了？跟谁都能生，那她想用孩子来挣钱，那不就随随便便生就完事儿了？一看那个男的有钱，她就忽悠人生了孩子，每个月在家躺着拿钱？,1
道德底线都没了,1
怕老公在外面有私生子，你也可以生个私生子让他养嘛,1
你是律师还是法盲？私生子一直不犯法，私生子一直有继承权,1
还好我活不到跟我爹的私生子争财产,1
现在，从社保到生育登记取消，简直乱套了,1
专家是不是都有,1
老公拿原配的共同财产给私生子抚养费，也是正当的？？,1
这样说下来，都愿意当三了.正房照顾老小，小三不用，还被爱着，那结婚干嘛,1
迟早乱套，一点也不符合传统,1
谁提的估计自己就是个私生子,1
取消这个限制，也就是说私生子和婚生子都可以一起上户口。没有区别了。yue滚,1
还有两个办法，1、不结婚，让专家多生点，2、相互当小三，给社会带来不稳定因素，让专家来重新制定婚姻法，到时候婚姻法就叫配对法,1
小三的孩子不无辜，从他们被生出来就是对原配的侮辱，想站在道德绑架他人，如果说无辜，应该是原配和她的孩子最无辜,1
有的人说什么小三上位挣财产的老公是有亿万富翁吗真是服了,1
道德败坏的合法化,1
下头的规定专家就不给建议了，估计可能觉着挺合理的，说话办事不过脑子，也不知道哪来的专家名头,1
夫妻共同财产，私生子还能继承原配的钱，真搞笑,1
那可不可以告他俩重婚罪，私生子都有了，那不是明摆着的证据么？,1
哪个专家想出来的没有道德的法子,1
私生子不该继承遗产！,1
现在还有多少人愿意生孩子？以前的私生子还少么？无论生育登记取不取消，都一样的结果！,1
意思就是工薪阶层的婚姻不存在小三儿是吗？对于普通家庭，哪有10万8万，3千2千也是肉,1
为什么要出现私生子啊...男人啊..真畜牲...,1
己婚女子也可以有私生子了，,1
私生子的条例，就是私生子的那些玩意儿，为了保护自己的私生子搞出来的，什么垃圾东西,1
私生子永远不被承认，要怪就怪恶心的大人,1
私生子继承遗产是需要先行条件的，没有也白搭,1
其实原配也可以起诉对方啊……没必要纠结私生子这个问题全世界私生子都有继承权可以起诉小三讨回对方的钱,1
私生子就不应该存在！！！小三都该遗臭万年！！！,1
想要提高出生率，应该是降低育儿成本，而不是降低道德标准请国家重视一下！,1
对婚姻最大的侮辱！对道德底线无耻的践踏！对社会安定最大的破坏！,1
大房本来养自己孩子就已经压力大如山了，突然有一天跑出来一个私生子，然后还要每月给私生子抚养费，哈哈，相当于小三可以随便生，不需要考虑没钱养的问题,1
有多少有小三的老公听妻子的，这些办法虽好估计最后只能呵呵了,1
小三好象只能继承父亲的财产 不是正室夫妻两人的共有财产吧,1
乱套了,1
这又是那个专家提议的？？,1
看着吧、越来越没有道德底线,1
要乱套,1
如果他这个也签那个也签，就不会有私生子啦,1
乱套了,1
永远记得我的好朋友就是被她爸的小三和私生子害死的按照这样的话 我提议打死小三和私生子也合法,1
我是觉得这个没有问题，不一定就是支持小三小四，也可以理解为是支持去父留子的独立女性。但是首先应该取消私生子的继承权。,1
爸爸要是犯法了 子女乃至孙子辈都受到影响 但是私生子不受影响    原配赚的钱属于夫妻共同财产 临了了有可能会让外头的私生子继承  但是小三赚的钱  婚生子是无论如何都继承不了的  漂亮,1
不是不鼓励没结婚生孩子  那么请取消私生子继承权,1
还是古代好嫡庶有别，私生子只能叫外室的孩子，外室连正门都不能进,1
以后如果父亲犯罪了，婚生子女及后代会受影响，但非婚生子却没事，我不知道这公平吗？这将助长小三破坏别人家的婚姻,1
当小三可以直接给孩子上户口 不用养公婆孩子有继承权 中国棒棒哒 爱我中华,1
通俗讲就是，你要结婚的伴侣婚前婚后可能有私生子，并且有户口合法,1
可是原配更无辜啊，自己操持一大家子累死累活，小三不仅不付出，私生子还要来分财产，原配帮着养外室之子，怎么说都是对原配不公吧,1
没结婚的以后想结婚还是慎重吧，一条条改的真无语，这么下去总有一天社会上不会再觉得小三可耻了，而是原配更可笑。,1
本来私生子就跟婚生子有同等继承权，现在这么多魔性条款，不明摆着欺负女性吗,1
建议取消私生子继承权，有私生子判重婚罪,1
说白了，有道德标准的人还会按照自己的道德标准去做，而那些以前没有道德的人，他就会钻这个空子，但是不可否认的是，他也给未婚的女性提供了一些机遇，总之就是把选择的范围扩开了,1
也就是说对那些只想要个孩子且脑子清醒有道德底线的人来说可能是个好事，但那些道德底线低的人来说就…,1
不支持，私生子有继承权，对原配很不公平，原配承担着照顾公婆的责任跟义务，小三儿却不用但是孩子却有继承权？,1
这个政策会不会给很多不道德的人钻空子,1
现在小三孩子跟嫡子一样,1
不支持！乱套了，以后近亲结婚率越来越多……,1
包容小三了,1
私生子会越来越多的,1
呵呵，小三生的孩子和原配一样，而且孩子爹犯罪，影响原配孩子不影响私生子。以后别结婚了，恋爱生子就行,1
是不是小三可以明目张胆了,1
全是私生子了，,1
这样小三小四更多了，找不到老婆的更多,1
包容了小三可以生孩子,1
乱套了,1
小三要泛滥了,1
我特别赞同一位网友说的话，想提高人口就应该降低育儿成本，不是丧失道德底线,1
这个政策对那些道德败坏的男人🧍‍♂️放开了一条通道？这样子更不会有人想结婚根本就女性而言更加的没有安全感和,1
不支持，如果都这样的话小三、小四就能登堂入室了,1
突然觉得会有一大批小三诞生,1
觉得不支持，也不想反对！不支持是怕都去做试管别再乱套了，但愿是我多虑吧，关键是对某些机构的管理不太信任吧！不反对呢是觉得有些女性朋友确实有困难，这样可以省很多事！,1
国家现在给小三儿，这孩子上户口了，支持小三,1
小三逮到小四了,1
上户口可以，注明私生子，不得有继承权，不能分配财产,1
不管私生子落不落户，不落在自己户上就行了，但是拥有同等继承权就是对原配和原生子女的最大不尊重和侮辱！那婚姻法还有什么作用？,1
虽然法律认可！但是我本人就不认可小三生的孩子,1
户口本原配妻子是户主，老公私生子可以落户吗,1
私生子就不应该合法，只能跟女方，是女人决定生下来了，男人有权不给生活费，更没有权力继承男方的财产，要不然社会乱套了,1
小三只得到了孩子！不影响你一个完整的家廷！她的孩子只在她的名下！又不上你老公家！小三和她的孩子的死活也不关你和你老公的什么事！她们是有苦难言的隐形身份人！她只有她自己和她的孩子！她这辈子只有她们自己永远没有老公和孩子的亲爸，能看不能认！她不伟大！她自欺其人！,1
还好我趁着私生子还没生下来，就把三收拾了，现在回想起来后背还发凉，要不然这笔账就大了，想想都头大,1
私生子最后变成了人生赢家，有财产可以继承，有债务可以不用承担（不承认是私生子就好啦），啥社会,1
既然如此，认定男方有私生子，那夫妻财产就不能平均分配，男方已然是过错方，在分配财产比例后，男方所有给私生子的财产必须纳入到财产分配中，男方分配再减少，只要财产上不吃亏，这个男人留不留都不重要了。,1
私生子有爸爸妈妈，私生子的爸妈是什么关系，这不叫重婚？,1
私生子就是赤裸裸的证据,1
我大女儿就是非婚生子，但不是小三，只是那时候觉得对方不是良人，那时候我只想有个自己的孩子陪着我一辈子就够了，不愿意领证……有时候我感觉我是穿越来的，20出头就把人性看透了，并不想给谁当保姆现在遇到一个“像样的人”，也因为女儿要上学了，头昏才结婚了……万幸，一女二子，他负责赚钱养家，我只负责貌美如花他对我唯一要求照顾好自己，孩子别丢了就可以,1
非婚子女可以入户！但是是父亲就是违背良序风俗！不道德！不尊重原配妻子！就该判刑或者净身出户！同意的顶起来！,1
"有一方在婚姻存续期间和别人生的孩子都属私生子，都应该构成重婚罪，有婚姻的一方判刑，孩子户口随""小三”自己扶养！",1
私生子出来会乱七八糟的事多了,1
非婚生子女不等于私生子,1
要是女的带私生子能落实户口吗？能与婚生子共同财产吗？,1
我家的私生子上户到这，准备起诉离婚,1
可以有私生子，也可以报户口，就是不能给继承财产的权利,1
感觉乱套了,1
完了完了，道德沦陷了！,1
担心什么，反正私生子也没说只有男的私生子，女的也可以,1
世上有私生子吗,1
私生子户口上男方这里还是345女方那里啊,1
这些都是什么事情啊，全乱套了,1
我家的私生子也正常上户口,1
孩子是无辜的，给私生子一个说法还算公平,1
应该取消小三生的孩子可以上户。其它的可以接受,1
有了这个规定，他们更无所顾虑的要孩子了。没有这个规定还会有些顾虑。这样可以随便生，对原配就不公平。如果都压制三生的孩子，那么就没有那么大胆生孩子，也没有那么多无辜的私生子,1
婚姻道德的亵渎      悲哀！！！,1
这不乱套了吗,1
道德沦丧！,1
私生子不就是重婚的铁证吗？,1
已婚男女已生孩子的均做绝育手术，私生子继承就不存在了，家庭也能稳，双方都可得到保护,1
孩子无罪，但大人有罪，法律上应制裁无道德的大人，否则社会大乱。,1
私生子都不能定重婚,1
大家不是歧视所有非婚生子，是歧视小三和她的孩子而已,1
私生子为什么能上户悲哀,1
说的没毛病，确实个人改变不了什么，道德底线越来越低，只能管好自己的孩子不要娶三观不正的家庭的孩子,1
私生子要么不生下来，生下来户口肯定落户。,1
确实，之前私生子一样会落户,1
你生私生子没有？,1
私生子有还债务的义务吗？,1
女的可以有私生子吗,1
婚生子孩子名下的财产，私生子是不是不能分割？,1
私生子如果不能上户口，估计婚外生的孩子就少之又少！,1
彻底乱套,1
这样对原配确实是不公平，男人在外面欠债又说夫妻共同财产要夫妻一起还债，反尔小三没受影响,1
道德无底线,1
"私生子不应该有继承权才是正理。
古时候私生子无继承权，现在怎么还不如以前了。",1
拉低了社会道德底线，,1
重婚罪太难认定了所以社会豢养了一匹小三,1
私生子户口上哪里，跟原配一个户口本上吗？在侮辱哪个,1
道德的沦丧,1
他要一个月给我两万，他外面生孩子我带，小三生孩子我照顾月子,1
这样还有人敢结婚吗？太乱了，道德何在，小孩心里健康吗？未来哥哥和妹妹结婚都可以了,1
古代还有嫡庶之分，现在真是乱套了,1
土豪的老婆，赶紧离婚吧，好分家产一半，往后有小三，小四，小五家产就分的少了,1
所以呢？这是助长小三小四小五的歪风邪气了？,1
那么所有人离婚，前提是分所有的财产。然后娶几个老婆，从外面生几个私生子都行。要不嘴吃亏的是原配妻子。几十年的财产权一天变成别女人和私生子的共同财产,1
乱套了，以后近亲结婚太多了！,1
那就落个私生子集体户口!,1
中国人太少让小三多生几个。,1
取消婚姻登记是鼓励多生孩子，不是养小三小四的，没能力的男人养得起吗,1
乱套了，女人们不要结婚了，你不要生孩子了，婚姻没有保障，挣钱给别人养孩子，养小三,1
提这个建议的专家是不是为了他自己才提这个建议的,1
老公敢养婚后私生子，你告他呀！重婚罪，坐牢的。,1
乱套了吧,1
什么呀，不赞成，一点都没有保护妇女权益，，乱套,1
一些人嘴上挂着道德，绑架原配和婚生子们的应有权力。公开支持歪风邪气,1
私生子都不能证明重婚罪，还让原配去哪说理去。,1
胡闹呢？私生子就有原罪，一点也不无辜，他的出生是建立在别人的痛苦上的。道德何在？,1
"乱套了彻底乱套了
，这样的状况谁敢生二胎，以后得和动物一样随便生孩子",1
降低道德标准提高人口数量,1
姐妹们，管好老公的钱，免得哪一天多出一个两个私生子出来分家产。,1
这种提倡让女人在婚姻生活中得不到任何的保护，谁还愿意结婚。真是乱套了，谁出的幺蛾子,1
乱套了,1
都有私生子了还不算重婚.认定重婚比登天还难,1
既然私生子合法，何苦这样为难私生孩子呢，,1
如果私生子被小三领回原配家中谁又来解决呢，就让小三和原配干仗相互缠杀吗,1
就不应该让私生子存在。还给他们这么多福利,1
都乱套了,1
私生子落户需要小三到场吗,1
私生子从哪里无辜了？因为他母亲与父亲不正的三观和私欲及不负责任把带来世上，他在享受他们的利益就不无辜,1
那如果父亲犯法了，私生子会被限制考公、当兵、出国吗,1
私生子为什么不负担父亲家的一切，只管财产,1
那结婚了还有啥用，我结婚以后挣的钱还属于夫妻双方财产，到时候老头走了，私生子还得分我的钱我是冤大头吗,1
我觉得挺好的呀 三个人的感情 小三是很让人恶心的 但是孩子是无辜的啊,1
有没有可能，这个私生子享受继承父母财产的权利这个母是自己亲妈而不一定是那个男的的老婆,1
不是所有的非婚生子女都是小三的孩子，但是小三的孩子一定是非婚生子女。,1
所以有钱结婚的和有私生子的都是同一类男人！光棍还是光棍，一个都轮不到的,1
私生子就是私生子，永远比不了正婚的,1
所以以后男的随便在外面养小三生孩子了，甚至可以立遗嘱把钱都留给私生子，女性里人品不好也可以直接生完孩子找男方负责，直接用孩子要钱，直接找那种经济条件好的，没跑了，要孩子就拿钱来换，不要孩子就每个月给抚养费。,1
私生子享有生父的财产继承权，这得对妻子和孩子多大的侮辱,1
忍不了离呗，知道私生子存在还能不离的，说明你不介意嘛，那还介意财产干嘛。人家说的很清楚，最终还是为了保护那些单亲妈妈,1
明明是男人和小三的问题，一定要为难那些放不下胎儿的妈妈吗？,1
想要提高出生率，应该是降低育儿成本和社会压力，而不是降低道德标准。,1
道德沦丧,1
为了人口，三观道德都不要了,1
道德沦丧…民族耻辱,1
这不乱套了，小三四五都可以,1
支持小三,1
世界乱套了，以后走在街上都是我媳妇,1
感觉乱套了，人性是最经不起考验的,1
乱套了,1
小三可以光明正大了,1
小三正规化,1
沒有道得底线，鼓励小三小四。,1
以后有钱的人随便给哪个男或者女随便私生子呢？不用结婚了吗？,1
生活成本不能降低，那就降低道德底线。,1
乱套了,1
鼓励小三,1
全乱套了，没有道德底线了,1
这样是让老公们可以在外和小三生小孩了吗,1
小三越来越多了,1
应该提高的是生育产妇的产假和生育津贴，关注宝宝妈妈的生活状态，降低育儿成本而不是降低道德标准,1
我个人觉得应该出台：专家发表意见或发表任何观点和政策，应该实名制发表,1
开放生育应该降低育儿成本，而不是降低道德标准。,1
不支持，乱套了，从某种意义上讲是对女性的伤害，更使得男性对女性的不负责,1
这是公然的支持乱情，更是对结婚证的亵渎！请尊重女性，尊重婚姻，开放生育应该降低育儿成本，而不是降低道德标准，毁三观！人口并不会增加，只会让结婚的人越来越少，离婚的人越来越多，单亲孩子也会越来越多，这是对孩子的不负责任，对孩子不公平，影响孩子身心健康，孩子长大没有责任心。少年强则国强，专家们好好想想吧！,1
提高生育率是降低育儿成本而不是降低道德标准,1
建议专家把专业放到正道上，比如解决幼前奶粉，教育，医疗等，而不是想歪点子,1
激励生育，首要是降低育儿成本，而不是降低道德标准，没了道德底线是对女性对婚姻的极其不尊重，也是对未来孩子的不负责任！,1
乱套了，乱套了，哈哈,1
生下来孩子父亲都不知道是谁，真的感觉失去了道德底线，失去了对未来孩子的保护，极其不负责任。,1
家族有人犯罪，直系亲属不能考公，但是私生子可以,1
礼义廉耻，道德沦丧,1
以后私生子遍地走，说不定哪天就来个分家产的！男的钱多不结婚，女的有补助，有想法的不管男女都可以行动了！,1
表面看很好，其实在默许小三，小四，小五的出现,1
单身妈妈已经很伟大了，有的人谈恋爱，怀孕了，打了很多次胎了，最后发现再打生不来了，男方又不要她了，那你们觉得这是小三吗？这个孩子要不要生？,1
说不上来的感觉。好像国家为了人口对生育开放了，这样有的未婚妈妈可以更放心生下孩子。又感觉会让小三理直气壮的把非婚生的孩子生出来了。我cpu烧了，说不好反正怪怪的感觉。,1
没钱又喜欢孩子不想要父亲的人能过拿到生育津贴真的是一件很酷的事情，只要她不违背道德破坏他人感情还是挺好的，这年头去父留子的大有人在没什么不好的,1
就这  还宣传   道德沦丧啊,1
道德沦丧,1
礼义廉耻，道德沦丧,1
小三可以名正言顺了,1
说不上来的感觉。好像国家为了人口对生育开放了，这样有的未婚妈妈可以更放心生下孩子。又感觉会让小三理直气壮的把非婚生的孩子生出来了。说不好反正怪怪的感觉。,1
道德伦陷,1
道德沦丧，这简直就是沦为生育机器啊，毁三观，孩子需要父爱和母爱，一个健康良好的家庭环境对孩子来说真的很重要，以后上学娃儿大了问，妈妈我爸爸呢，怎么从来没有见过，其他小朋友都有爸爸妈妈，周末节假日都有家人陪着，我也想爸爸妈妈一起陪我玩？,1
人心不古，道德沦丧，与畜牲何异,1
道德的沦丧 ，人性的缺失！咱们还在穿着汉服，学着儒学，说着之乎者也……现实却让你违背祖宗道德，只要能生孩子，都被认可？真是对女性的侮辱,1
简直就是道德沦丧，没有结婚就生孩子就算了，居然还领津贴,1
这可不是什么好事儿，社会道德底线又被刷新,1
放在古代就是私生子的意思吧？那个时候见不得人的东西  现在被大力推崇了吗？,1
简直是讽刺，最基本的道德底线都没有了,1
这是支持什么?只生育率，不顾人伦道德,1
无耻，千年的道德文化就这样踩在脚下。,1
这就是条垃圾信息，没有道德底现。,1
什么好事吗？还宣传？道德呢？,1
道德第一底线都没管好，还拿善举来标榜，掩耳盗铃,1
道德沦丧，价值扭曲,1
完了，道德何在？无耻！,1
这样没有私生子了，可公开生公开继承遗产。,1
对与错需要等些许年后实践来证明，到底是利大于弊还是弊大于利。这不单单是解决燃眉之急的问题！可能会需要过长时间来证明，但是这样的行为如果贯彻到思想里可不是一代人两代人能化解的。不单单是道德问题。,1
为小三生育打开大门！今后遗弃儿童将大大增加！,1
毫无道德底线，现在什么都宣传，小三以后可以上位了,1
真是光荣啊，这个值得宣传吗？小三更泛滥了,1
以后不要再满口宣传道德了……,1
行了   以后私生子    小三逗笑了,1
哈哈哈小三的时代,1
把不要脸发挥得淋漓尽致！！因为养小三最多是哪些人，大家都清楚,1
"道德的底线在哪里,以后小三小四更多了",1
这样会让小三更加苍狂！,1
国家帮你养小三,1
只要不是当小三的就没啥鄙视的，没啥看法，那有些人就是不想结婚，但是喜欢孩子，生一个玩玩咋了,1
宣传啥.宣传小三小四可以正常生孩子上户口领钱,1
小三合法了,1
为了一个数据。挣个第一！无道德底线。无下限！,1
丢人现眼，这是在支持小三。,1
小三合法转正,1
达官贵人们，小三养起来,1
所以，以后不结婚，当小三也有国家托底生育补贴上学。。索性开放娶小妾这种算了,1
说小三的都是男的吧？咋滴？结婚你们觉得要车要房要彩礼不愿意，人家不要你直接生孩子又不乐意了？挺好的，终于不用为了有孩子非要凑合结婚了。。,1
哎，，，小三，，，小四，，，小五，，，小六，，，怎么办,1
感觉这是小三合法，姨太成群的节奏呢，就差没证而已，只要能生、管她男的是谁，有钱的养个百八十个感觉都是毛毛雨，唉、中国的穷男人太难了,1
人家说的是没有结婚想要孩子的，指的是做试管婴儿或者跟男朋友有孩子了不想结婚那种，跟小三有什么关系，不要偷换概念带偏节奏了,1
孩子遭罪！大人没啥！这下小三更娼狂了！干脆点，男人可以三妻四妾！女人可以多娶几个男人得了！,1
道德沦丧合法化的第一步……,1
要人口不要道德,1
呵，真好。以后小三的孩子遍地开花,1
刚刷到一个把小三带回家的，赔了原配一万精神损失费,1
真是光荣啊，这个值得宣传吗？小三更泛滥了,1
这样支持独立女性，但是对婚姻结婚原配结婚的妻子不尊重，小三更猖狂，我表示不认同，还不完善，希望国家出台一个既可以保护独立女性，也可以保全尊重原配结婚的家庭主妇保障,1
评论区好多人都在说小三什么的，但是我觉得现在很多女生经济独立，想有自己的小孩又不想结婚，这样也挺好的呀,1
没有一点道德底线,1
一点道德底线都没有，以后全世界都是小三，有的孩子可能连父母都不知道是谁,1
为了私生子竭尽全力,1
不知道又是哪位专家教授私生子，老百姓手续齐全也没领到生育津贴,1
生吧生吧，以后全是小三的非婚生子,1
小三合法话 因为制定规则的人都有三,1
降低了道德标准，以后会有大量的三妻四妾。。。,1
小三可以明正言顺生小孩了。中国专家好提议,1
毫无道德底线，现在什么都宣传，小三以后可以上位了,1
害怕是这条规定又成了小三的保护伞了，非婚生孩子享有继承权。,1
这是对小三的一种肯定以及鼓励？,1
在古代是要浸猪笼的，现在国家还提倡起来了，道德底线在哪里？,1
小三可以光明生娃了，女性朋友们，加油了，,1
为了繁殖真是毁三观了开始，道德沦丧，这样下去以后会不会出现近亲,1
小三的福利啊,1
宣传世风日下，鼓励小三合法,1
狗头专家出的坑人民的新点子，先不说孩子成长路上会遇到什么困难，孩子能不能跟正常家庭一样成长，也不想想若干年后有多少单亲妈妈，若干年后这些孩子会不会去认他爹，会不会有争家产，赡养老人的纠纷，真希望以后出现100个孩子争一个爹的事出现，让大家好好吃吃瓜，看看专家们给你们切瓜。,1
有钱人更开心了，以后养小三生孩子完全自由了原来生育率以后就交给这种人了,1
懂了，以后摔倒不扶，车上不让座，见死不救，不要再跟我道德绑架了，这个社会不需要道德,1
努力挣钱，小三小四合法啦,1
出这个政策的人应该也是小三的孩子,1
毫无道德底线，现在什么都宣传，小三以后可以上位了,1
正儿八经宣传违法和违反道德的事,1
小三以后可以光明正大了,1
为了劳动力可以把道德和人伦踩在脚下的组织只有他们了吧,1
为了人口增长，已经不顾道德论理了,1
恶心，还说现在小三越来越多了，这就是国家鼓励的，,1
一有这样的事评论就开始提小三，国家是尊重生育权，跟小三有什么关系。不想结婚想要孩子有错吗？想要孩子就要被扣上小三标签凭什么？,1
这是鼓励大家不结婚使劲生孩子，小三小四造起来,1
靠这种没有道德底线的方式提高生育率，无异于笑贫不笑娼。,1
乱套了，道德在哪里？为了人口没有底线了。女人啊，可怜，成为了工具,1
宣传小三合法了,1
为了拿到廉价的劳动力   真是道德都沦丧了     还有什么是他们做不出来的    无耻,1
感觉不舒服，现在小三越来越多了，这就是国家鼓励的，男人更可以肆无忌惮了，还要结婚证干什么？,1
意思是支持未婚先孕，也支持小三破坏家庭,1
所以结婚有啥意义，小三的孩子享受一切权利，还不用承担风险。,1
是不是以后小三就是个正当职业了？,1
私生子合法化,1
为了生育率，道德都乱了套,1
婚姻的忠诚在哪里？道德沦丧到这地步，那要结婚证干嘛呢？这不就是变相的承认可以一夫多妻或者一妻多夫？,1
都是乱套啦，以后小三可以光明正大的生小孩，还可以领取生育津贴,1
开始鼓励小三了,1
这种津贴是对《民法典》社会公序良俗的赤裸裸挑衅，社会道德以奔溃的方式正在塌方奔溃,1
现在好了，可以光明正大的养小三了。除了结婚证，什么都合法了,1
让小三生去吧，我们正常女性顶住，不生了，让这些砖家玩去吧,1
这不就是当小三,1
中华五千年的廉耻让你们这帮专家搞没了。,1
这是宣传单身女性生子吗？从新婚姻法保护小三后，真的太恶心了降低道德标准来追求生育率,1
为了生个孩子，丧失道德底线，加剧有钱人为了孩子找人生，越来越多穷人找不到老婆，或者说找不到生孩子的人,1
这算是变相给富人和种马🐴松绑？别说我心胸狭隘  现实是哪个女人不爱有钱人？  有些事情需要伦理道德的门槛  一旦没有  出生率是上来了  离婚率也高了,1
小三可以光明正大的多生孩子了,1
只要有足够的钱你可以有N个女人，生N个孩子，当然重婚罪屁也不是！所谓道德已荡无存！更是西方文化与价值观入侵的完美胜利！若干年后会！…很后怕,1
惩善扬恶，国家鼓励道德沦丧,1
人家未婚妈妈有很多原因不是只有小三，不要那么狭隘，生活已经很不易了,1
